Name,Industry,Industry 2,Industry 3,Country,Description,Domain,company_email,phone,Founder,Funding type,Last Equity Funding Amount,Funding Type,Total Equity Funding Amount,Investory,Investor 2,Investor 3,Investor 4 ,Investor,Monthly Visits,Average Visits (6 months),Monthly Visits Growth,Visit Duration,Visit Duration Growth,Page Views / Visit Growth,Bounce Rate,Bounce Rate Growth,Global Traffic Rank
Glow Up Games,Gaming,Mobile Apps,Software,United States,Glow Up Games builds playful digital experiences to unlock the largest hidden audiences in games.,glowup.games,hello@glowup.games,—,Mitu Khandaker,Seed,—,Pre-Seed,"$12,00,000.00",Techstars,1Up Ventures,Blueprint For The Culture,RareBreed Ventures,,194,—,64.41%,0,12.77%,-36.56%,100%,16.84%,"1,43,84,068"
TerraBlaster,Agriculture,Artificial Intelligence (AI),Farming,United States,TerraBlaster is a cutting-edge agricultural technology firm focused on transforming sustainable agriculture through enhanced automation.,www.terrablaster.com/,—,—,,Seed,"$30,00,000.00",Seed,"$30,00,000.00",Khosla Ventures,,,,,65,348.33,-85.52%,0,-75.51%,-3.03%,100%,3.22%,"2,21,21,312"
Wallround,Artificial Intelligence (AI),Construction,Residential,Germany,Wallround is a startup that creates AI-powered technology.,wallround.de,—,—,,Seed,"€42,00,000.00",Seed,"€42,00,000.00",Revent,Founders Factory,GGF,Vonovia,KVL,523,597.67,258.22%,344,32.82%,-24.33%,49.9%,29.9%,"87,74,579"
RedBalloon,Employment,Human Resources,Recruiting,United States,"RedBalloon is an HR tech company that offers a free job board, connecting serious job seekers with employers.",www.redballoon.work/,info@redballoon.work,+1 208-301-3272,,Seed,"$14,09,250.00",Seed,"$29,02,250.00",,,,,,"43,332","60,983.67",-35.83%,295,-13.24%,50.04%,47%,-27.68%,"5,73,786"
Mandel AI,Artificial Intelligence (AI),B2B,Enterprise Software,United States,AI agents for autonomous supply chains,mandel.ai/,—,—,Nick Gospodinov,Seed,"$5,00,000.00",Pre-Seed,"$5,00,000.00",Y Combinator,,,,,679,944.5,107.01%,436,514.08%,13.41%,68.34%,-7.37%,"77,47,388"
Henon,Business Development,Financial Services,FinTech,Canada,Henon is a tech-enabled financial services company that helps businesses with their financial needs.,www.henon.io,info@henoncapital.ca,+1 833 232 3230,,—,"CA$2,50,000.00",Venture - Series Unknown,"CA$2,50,000.00",Alset AI Ventures,,,,,—,—,—,—,—,—,—,—,—
Polymet,Artificial Intelligence (AI),Information Technology,Internet,United States,Polymet helps early-stage teams create high volumes of design work as they grow providing fast and high-quality output.,polymet.ai/,support@polymet.ai,—,Yusuf Hilmi,Seed,"$20,00,000.00",Pre-Seed,"$20,00,000.00",Y Combinator,e2vc,Pioneer Fund,,,"21,508","25,424.33",-27.21%,501,13.09%,74.78%,44.07%,-40.72%,"9,80,422"
Bitcoin Treasury Capital,Bitcoin,Financial Services,,Sweden,Bitcoin Treasury Capital is a pure-play Bitcoin treasury company.,www.btc.se/,—,—,,IPO,"SEK 20,00,000.00",Post-IPO Equity,"SEK 1,70,00,000.00",Nova Galactica Capital,,,,,423,"2,733.33",109.41%,299,-3.55%,-32.86%,94.09%,69.68%,"97,25,273"
Bluebook,Accounting,Artificial Intelligence (AI),B2B,United States,self-driving accounting,getbluebook.com/,—,—,Jonathan Andersson,Seed,"$30,00,000.00",Pre-Seed,"$30,00,000.00",Y Combinator,EQT Ventures,Mandeep Singh,Huey Lin,Carles Reina,"1,148","1,600",-31.46%,"1,286",234.9%,-82.8%,92.25%,37.83%,"61,21,308"
iFrame,Generative AI,Human Resources,Productivity Tools,United States,Healthcare Knowledge Engine,www.iframe.ai,vlad@iframe.ai,—,,Seed,"$54,00,000.00",Seed,"$59,00,000.00",,,,,,54,269.17,-71.73%,0,9.28%,-74.8%,100%,-20.05%,"2,34,08,170"
Catch Mobile Health,Artificial Intelligence (AI),Health Care,Health Diagnostics,United States,The Catch Mobile Health is a healthcare company that improves access to specialist care in communities.,catchmobilehealth.com,info@catchmobilehealth.com,281-843-8441,Lance Smith,Seed,"$22,75,000.00",Pre-Seed,"$22,75,000.00",,,,,,192,—,—,0,—,—,100%,—,"1,44,63,951"
Wrangle,Business Development,Business Information Systems,Data Center Automation,United States,"Wrangle is an automation platform for busy teams improving efficiency for onboarding, sales quote approval, and contract management.",www.wrangle.io/,—,—,Adam Smith,Seed,—,Seed,"$20,00,000.00",Hustle Fund,Liquid 2 Ventures,Bloomberg Beta,Triangle Tweener Fund,Eniac Ventures,"12,902","14,972.33",-50.51%,537,-5.62%,27.11%,39.2%,-17.66%,"14,54,369"
Corbel,FinTech,Payments,Software,United States,Corbel is a fintech platform that offers financing and CPQ tools for equipment sales.,corbelpay.com,customersupport@corbelpay.com,—,Le'ora Lichtenstein,Seed,"$67,00,000.00",Seed,"$67,00,000.00",Ibex Investors,Joule Ventures,Restive,Selah Ventures,,379,313.17,-38.07%,0,-32.01%,-54.05%,100%,30.77%,"1,02,75,956"
compri,Artificial Intelligence (AI),Procurement,,Italy,"compri uses artificial intelligence (AI) to make your procurement experience easier, faster, and smarter.",www.compri.ai/,—,—,Edoardo Gava,Seed,"€16,00,000.00",Pre-Seed,"€16,00,000.00",DFF Ventures,Italian Founders Fund,Gianluca Cocco,Luca Rodella,Enrico Giacomelli,"5,369","1,599.17",258.89%,"2,392",531.13%,400.86%,59.12%,-29.42%,"27,65,821"
Rune,Gaming,iOS,Mobile,United States,Rune is a mobile app to play multiplayer games with friends while talking. Indie devs build Rune multiplayer games without any backend code.,dusk.gg/,—,—,Sanjay Guruprasad,—,"$80,00,000.00",Venture - Series Unknown,"$1,01,00,000.00",Y Combinator,Makers Fund,VentureSouq,byFounders,E14 Fund,—,—,—,—,—,—,—,—,—
Dyrt,Analytics,Cloud Data Services,Food and Beverage,United States,Dyrt builds a platform to simplify food waste management for major producers and ensure compliance with evolving regulations.,www.dyrt.co/,hello@dyrt.co,310.426.8582,Lee Robinson,Seed,"$47,11,998.00",Seed,"$56,31,998.00",Techstars,Mucker Capital,Los Angeles Cleantech Incubator,,,"1,277",—,—,32,—,—,46.12%,—,"58,38,472"
hexafarms,AgTech,B2B,SaaS,Germany,Hexafarms offers a SaaS that enables greenhouses and vertical indoor farms to save on their operations and production.,hexafarms.com,info@hexafarms.com,—,,Seed,"€25,00,000.00",Seed,"$42,53,748.00",Speedinvest,Techstars,GGF,Mudcake,better ventures,"1,033",797.33,12.16%,74,-8.64%,-13.91%,34.85%,18.86%,"64,14,744"
GuidenAI,Artificial Intelligence (AI),Enterprise,Enterprise Software,United States,AI-focused Innovation Lab that owned Broxi AI - Enterprise AI Agent Creation Platform,guidenai.com,hi@guidenai.com,6282188666,Katelyn Ho,Seed,"$25,000.00",Pre-Seed,"$52,000.00",Microsoft,Google,,,,30,95,-21.05%,0,-20.75%,0%,100%,0%,"2,64,20,917"
Endo Health,Artificial Intelligence (AI),Generative AI,Health Care,United States,"Ember delivers personalized weight loss coaching via daily AI phone calls and texts. No apps, no judgment.",endohealth.ai,support@endohealth.ai,—,,Seed,—,Seed,"$10,00,000.00",Andreessen Horowitz,General Catalyst,Anne Wojcicki,Krew Capital,,123,241.83,-51.76%,0,-74.77%,0%,100%,0%,"1,75,66,211"
FoodMaven,Artificial Intelligence (AI),Business Information Systems,E-Commerce,United States,FoodMaven is a B2B marketplace that helps restaurants and food service compare products and find deals on their ingredients.,foodmaven.com,info@foodmaven.com,(303) 882-1313,,—,"$9,84,962.00",Venture - Series Unknown,"$3,99,35,592.00",Tao Capital Partners,Serra Ventures,Trailhead Capital,Food Retail Ventures,FirstTracks Ventures,—,—,—,—,—,—,—,—,—
SocialCap AI,Artificial Intelligence (AI),Big Data,Business Intelligence,United States,Modular AI-powered intelligence solutions for corporate networking—helping businesses navigate and optimize connections at global events.,socialcap.me,mila@socialcap.me,—,Mila Rogovtseva,Seed,"$8,00,000.00",Pre-Seed,"$8,00,000.00",,,,,,—,—,—,—,—,—,—,—,—
YonedaLabs,Artificial Intelligence (AI),Biopharma,Biotechnology,United States,"YonedaLabs is an AI-based software that assists chemists in optimizing reaction parameters such as temperature, concentration, and catalyst.",www.yonedalabs.com/,hello@yonedalabs.com,+1 415-527-0498,Michał Mgeładze Arciuch,Seed,"$40,00,000.00",Seed,"$40,00,000.00",Alumni Ventures,Khosla Ventures,Y Combinator,e2vc,468 Capital,"1,272",770.83,216.42%,121,124.07%,37.47%,78.3%,-0.08%,"58,48,909"
Alchemi Bio,Artificial Intelligence (AI),Information Technology,Pharmaceutical,United States,Alchemi creates AI software to speed up drug development.,www.alchemi.bio,contact@alchemi.bio,—,Tom Mulvey,Seed,"$33,00,000.00",Seed,"$33,00,000.00",Maple VC,Nebular,Flybridge,,,831,—,432.69%,425,"21,150%",33.37%,51.38%,82.13%,"70,69,240"
Phosio Corporation,Augmented Reality,Optical Communication,Quantum Computing,United States,Phosio Corporation creates materials used to deposit metal oxides at low temperatures.,phosio.com,omid@phosio.com,—,Douglas Keszler,Seed,"$3,00,000.00",Seed,"$13,50,000.00",National Science Foundation,Silicon Catalyst Ventures,Elevate Capital,Willamette Valley Capital,Chemical Angel Network,—,—,—,—,—,—,—,—,—
GibsonAI,Artificial Intelligence (AI),Software,,United States,GibsonAI is your AI Database Engineer,www.gibsonai.com,hello@gibsonai.com,—,Michael Montero,Seed,"$35,00,000.00",Seed,"$35,00,000.00",Struck Capital,f7 Ventures,Oceans,RiverPark Ventures,Adam Miller,"5,329","6,803.67",6.03%,290,-63.38%,8.77%,52.77%,-11.42%,"27,79,425"
Osium AI,Artificial Intelligence (AI),Chemical,Software,France,Osium AI revolutionize materials development cycles through AI-driven methodologies.,osium.ai/,contact@osium.ai,—,Sarah Najmark,Seed,"€24,00,000.00",Seed,"$31,13,095.00",Y Combinator,Singular,Kima Ventures,Atomico,Collaborative Fund,343,514.83,-17.15%,102,-71.9%,106.49%,60.93%,-33.79%,"1,08,04,284"
OptimoRoute,Enterprise,Internet of Things,Logistics,United States,OptimoRoute plans and optimizes routes and schedules for deliveries and mobile workforce.,optimoroute.com/,support@optimoroute.com,855-338-2838,Goran Kukolj,Early Stage Venture,"$65,00,000.00",Series A,"$70,00,000.00",Hoxton Ventures,Congruent Ventures,7percent Ventures,Prelude Ventures,,"1,49,152","1,45,688",-13.82%,645,-19.38%,3.47%,57.32%,-6.69%,"2,22,646"
Roger,Construction,Project Management,Software,United States,Roger is a collaboration platform for project managers in commercial construction,tryroger.com/,support@iris.construction,—,,Seed,"$32,00,000.00",Seed,"$32,00,000.00",Long Journey Ventures,Resolute Ventures,ANIMO Ventures,Grix Venture Capital,,—,—,—,—,—,—,—,—,—
vitrify,Database,FinTech,SaaS,Brazil,Data and Monitoring SaaS for Private Credit in Brazil,www.vitrify.tech,daniel@vitrify.tech,+ 55 11 948049846,,Seed,"$4,30,000.00",Angel,"$4,30,000.00",,,,,,274,—,122.76%,29,383.33%,-50.71%,41.61%,184.42%,"1,21,54,600"
Hoora,eSports,Gaming,Mobile Apps,France,"Hoora is a mobile gaming platform that offers an instant, scrollable feed of over 200 casual and arcade mini-games playable.",hooragames.com/en,—,—,,Seed,"$13,00,000.00",Seed,"$13,00,000.00",Kima Ventures,Nicolas Steegmann,Owen Simonin,Sophie Noel,Arthur Kannas,650,—,203.74%,126,—,92.62%,37.23%,-62.77%,"79,04,744"
Embed Security,Enterprise Software,Information Technology,Network Security,United States,Embed Security provides an agentic security platform that automates the triage and investigation of cybersecurity alerts.,embedsecurity.com,—,—,,Seed,"$60,00,000.00",Seed,"$60,00,000.00",Paladin Capital Group,,,,,581,408,664.47%,154,-70.21%,-36.88%,15.83%,-20.71%,"83,41,719"
Parity,Artificial Intelligence (AI),Information Technology,Software,United States,Parity is a Software Development firm offering an AI tool that can provide response for on-call engineers.,www.tryparity.com/,—,—,Jeffrey Tsaw,Seed,—,Seed,"$5,00,000.00",Y Combinator,Sugar Free Capital,SBXi,Lombardstreet Ventures,,175,587.5,-67.23%,0,276.98%,-88.31%,100%,48.74%,"1,50,70,099"
Miravoice,Artificial Intelligence (AI),Robotic Process Automation (RPA),Virtual Assistant,United States,Miravoice is an AI driven telecommunications company that offers automated phone survey and interviews.,www.miravoice.com/,—,+1 4084750662,Shreyas Tirumala,—,"$63,01,790.00",Venture - Series Unknown,"$63,01,790.00",,,,,,5,—,-90.91%,"1,010",185.31%,83.33%,0%,—,"2,88,32,884"
Cargo,Artificial Intelligence (AI),B2B,Big Data,United States,Build AI workflows that drive revenue,getcargo.io,founders@getcargo.io,—,Maxence de Villepion,Seed,"$5,00,000.00",Pre-Seed,"$5,00,000.00",Y Combinator,,,,,476,"5,126.33",-83.04%,733,23.4%,27.92%,41.39%,-6.34%,"91,85,749"
Tornyol,Drones,Hardware,Information Technology,France,Tornyol is a micro drone startup developing AI-enabled mosquito-killing drones for chemical-free pest control.,tornyol.com,info@tornyol.com,—,Clovis Piedallu,Seed,"$5,00,000.00",Pre-Seed,"$5,00,000.00",Y Combinator,,,,,"37,452",—,—,209,—,—,77.65%,—,"6,40,902"
Summit Technology Laboratory,3D Technology,Augmented Reality,Software,United States,STL has developed the next generation platform for fully automated and surface shape conforming Spatially Augmented Reality,www.summittechlab.com,stephen@summittechlab.com,—,Gopi Meenakshisundaram,Seed,"$12,50,000.00",Seed,"$38,75,000.00",National Science Foundation,AFWERX,,,,58,—,-84.15%,0,—,0%,100%,0%,"2,30,45,819"
Agora,Information Technology,Software,,,Agora operates as a cross-chain governance platform.,www.voteagora.com/,—,—,Kent Fenwick,Seed,"$50,00,000.00",Seed,"$50,00,000.00",Haun Ventures,Coinbase Ventures,Saison Capital,Dash Fund,Balaji Srinivasan,106,—,—,10,—,—,83.96%,—,"1,86,68,431"
Osmosis AI,Artificial Intelligence (AI),Developer Tools,Information Technology,United States,Osmosis enables real-time reinforcement learning for AI agents.,osmosis.ai/,—,—,Kasey Zhang,Seed,"$5,00,000.00",Seed,"$5,00,000.00",Alumni Ventures,Y Combinator,Liquid 2 Ventures,CRV,Pioneer Fund,"1,418","1,812.5",-36.3%,17,-89.17%,-46.21%,79.48%,39.19%,"55,77,230"
Omni Instrument,Artificial Intelligence (AI),Manufacturing,Robotics,United States,AI Manufacturing Tools,omniinstrument.com/,—,—,,Seed,"$40,00,000.00",Pre-Seed,"$40,00,000.00",,,,,,193,236,-45.79%,162,-19.44%,8.37%,53.89%,-17.31%,"1,43,98,512"
DataWollet,Artificial Intelligence (AI),Data Management,Information Technology,United Kingdom,"Open Finance, now. One gateway for every data source, giving instant access to consumer financial data.",www.datawollet.com/,jen@datawollet.com,—,Luke Hope,Seed,"£1,00,000.00",Angel,"£3,50,000.00",,,,,,99,—,-3.88%,127,—,226.26%,0%,0%,"1,91,07,566"
Pixley AI,Animation,Artificial Intelligence (AI),Children,United States,Pixley AI is an online platform using AI to help parents and children co-create personalized animated cartoon shows.,pixleyai.com,admin@pixleyai.com,—,Pranit Agrawal,Seed,"$5,00,000.00",Pre-Seed,"$5,00,000.00",Y Combinator,,,,,"7,296",—,-14.61%,396,21.47%,192.74%,21.07%,-71.75%,"22,49,166"
GetWhys,Artificial Intelligence (AI),Information Technology,Internet,United States,GetWhys is an AI-first customer insights platform built to transform how businesses understand their customers.,getwhys.io,hello@getwhys.io,503-757-3409,,Seed,"$27,50,000.00",Seed,"$30,21,466.00",NEXT Frontier Capital,Tuesday Capital,Capital Eleven,,,888,"1,428.67",28.32%,51,82.14%,130.05%,54.84%,-26.6%,"68,62,120"
Humaniz.io,Real Estate Brokerage,SaaS,,United States,Humaniz.io is an end-to-end recruiting platform designed to help real estate brokerage owners and team leaders scale their team.,www.humaniz.io/,chris@humaniz.io,949-922-2078,Taylor Krause,Seed,"$3,00,000.00",Pre-Seed,"$3,00,000.00",Tom Ferry,,,,,"4,974","7,884.17",-57.5%,155,-94.85%,-82.38%,75.21%,-9.9%,"29,07,724"
Everlyn,Artificial Intelligence (AI),Decentralized Finance (DeFi),Video,,Everlyn is a Web3 video AI model that generates a decentralized infrastructure layer for autonomous video.,www.everlyn.ai/,—,—,,Seed,"$1,50,00,000.00",Seed,"$1,50,00,000.00",Mysten Labs,Aethir,io.net,Selini Capital,MH Ventures,"23,747","96,949.67",-86.27%,264,-68.38%,-72.05%,73.03%,45.65%,"9,08,661"
HeyKiddo,E-Learning,Mental Health,Mobile Apps,United States,"Digital tools to help parenting adults and educators support children's social, emotional and mental wellness.",www.hey-kiddo.com,nicole@hey-kiddo.com,267.687.4319,,Seed,—,Seed,"$4,00,000.00",National Science Foundation,Milken-Penn GSE Education Business Plan Competition,John Martinson,Ira Lubert,,774,744.83,-41.58%,0,287.06%,-79.18%,100%,186.2%,"72,94,803"
Uthana,Animation,Artificial Intelligence (AI),Software,United States,Uthana operates as a generative AI company.,uthanaai.com/,support@uthanaai.com,—,,Seed,"$43,00,000.00",Seed,"$43,00,000.00",Hustle Fund,A16Z GAMES Speedrun,IA Ventures,Acequia Capital (AceCap),Cursor Capital,—,—,—,—,—,—,—,—,—
cwallet,Blockchain,Cryptocurrency,Financial Services,Qatar,PAYROLL.PAYMENT.REMITTANCE,cwallet.qa/,support@cwallet.qa,97444591663,Michael Javier,Seed,—,Seed,"$10,95,000.00",Tenity,Village Capital,Krungsri Finnovate,MBK Holding,Angel.qa,972,"1,552.17",-47.71%,"1,131",-19.84%,25.23%,24.28%,3.76%,"65,91,275"
Absurd,Advertising,Artificial Intelligence (AI),Video,United States,Absurd is an Artificial Intelligence company that makes AI brand and performance ads at scale creating production videos in 72 hours.,absurd.com,philip@absurd.com,—,Daniel Kathein,Seed,"$5,00,000.00",Pre-Seed,"$5,00,000.00",Y Combinator,,,,,138,—,228.57%,"2,992","14,147.62%",0%,0%,—,"1,67,36,137"
Opencall.ai,Artificial Intelligence (AI),B2B,Software,United States,Opencall.ai provides AI call centers for any business.,opencall.ai,ask@opencall.ai,+1 805-464-6788,Eric Mei,Seed,"$60,00,000.00",Pre-Seed,"$60,00,000.00",Y Combinator,CoreNest Capital,,,,706,"2,354.67",-74.36%,660,63.77%,-49.43%,90.65%,60.76%,"76,07,058"
Blockcap,Bitcoin,Blockchain,Cryptocurrency,United States,Blockcap is a blockchain eco-conscious infrastructure designed to facilitate secure cryptocurrency mining.,newyorktimeid.blogspot.com/,—,512.641.6360,,—,"$3,80,00,000.00",Venture - Series Unknown,"$7,50,00,000.00",Chain Capital,Foundry Digital,Solon Mack Capital,,,58,—,-50%,0,—,0%,100%,0%,"2,29,39,899"
Inflow,Developer APIs,Financial Services,Payments,France,"Inflow delivers payment solutions that integrate affordability, efficiency, innovation, and tailored service.",www.inflowpay.com/,—,—,,Seed,"$11,00,000.00",Pre-Seed,"$11,00,000.00",Plug and Play,Rockstart,Gnosis,Alliance DAO,Eric Lefkofsky,"1,580","1,188.67",91.28%,161,103.8%,216.41%,49.62%,-30.05%,"53,22,798"
